review_id,platform,product_name,category,subcategory,star_rating,review_text,sentiment,review_text_fixed,review_text_translated,review_text_normalized,review_tokens,split
E073,shopee,soundcore anker select 4 go bluetooth speaker ipx67 waterproof wireless bluetooth speakers 20h playtime bluetooth speaker super bass portable speakers pc blue,electronics,speaker,5,"Quality:superb!
 
 Good build quality, tapi belum try floating atas air haha takut rosak 🤣
 Sound quality standard bunyi biasa2 je bila custom dekat apps baru suara naik, 
 Overall sangat puas hati dengan bunyi yg power,bass treble semua cukup recommend utk semua yg tgh mencari speaker mini.
 Dah compare jbl go 3 bunyi padu soundcore lagi tapi lepas tuned. 
 Beli je guys jgn ragu2 sekian meracun haha",positive,"Quality:superb! Good build quality, tetapi belum try floating atas air takut rosak 🤣 Sound quality standard bunyi biasa2 sahaja bila custom dekat apps baru suara naik, Overall sangat puas hati dengan bunyi yang power,bass treble semua cukup recommend untuk semua yang tgh mencari speaker mini. sudah compare jbl go 3 bunyi padu soundcore lagi tetapi lepas tuned. Beli sahaja guys jgn ragu2 sekian meracun",quality superb good build quality havent tried floating water fear damage standard sound quality sounds normal custom close new apps sound goes overall satisfied powerful sound bass treble quite recommend everyone looking mini speaker already compared jbl go 3 solid soundcore untuned buy guys dont hesitate poison,quality superb good build quality havent try floating water fear damage standard sound quality sound normal custom close new apps sound go overall satisfied powerful sound bass treble quite recommend everyone look mini speaker already compare jbl go 3 solid soundcore untuned buy guy dont hesitate poison,"['quality', 'superb', 'good', 'build', 'quality', 'havent', 'try', 'floating', 'water', 'fear', 'damage', 'standard', 'sound', 'quality', 'sound', 'normal', 'custom', 'close', 'new', 'apps', 'sound', 'go', 'overall', 'satisfied', 'powerful', 'sound', 'bass', 'treble', 'quite', 'recommend', 'everyone', 'look', 'mini', 'speaker', 'already', 'compare', 'jbl', 'go', '3', 'solid', 'soundcore', 'untuned', 'buy', 'guy', 'dont', 'hesitate', 'poison']",test
E074,shopee,hot anker soundcore select 4 go bluetooth speaker ipx67 waterproof wireless bluetooth speakers 20h playtime bluetooth speaker super bass portable speakers pca31x1 blue,electronics,speaker,5,"Quality:extra good
 Performance:highest
 
 Terbaik. Speaker ni memang sedap sound dia. Bateri tahan lama. Nak bawak hiking sambil layan lagu memang terbaik. Kalis air ip67 lagi tu. Sangat recommend geng. Dengar dalam video dan live sangat berbeza ya. Sumpah love teruk dengan output sound dia",positive,Quality:extra good Performance:highest Terbaik. Speaker ini memang sedap sound dia. Bateri tahan lama. mahu bawak hiking sambil layan lagu memang terbaik. Kalis air ip67 lagi tu. Sangat recommend geng. Dengar dalam video dan live sangat berbeza ya. love teruk dengan output sound dia,quality extra good performance highest best speaker sounds really good long lasting battery want go hiking listening best songs ip67 waterproof highly recommend gang listening video live different bad love sound output,quality extra good performance high best speaker sound really good long lasting battery want go hike listen best song ip67 waterproof highly recommend gang listen video live different bad love sound output,"['quality', 'extra', 'good', 'performance', 'high', 'best', 'speaker', 'sound', 'really', 'good', 'long', 'lasting', 'battery', 'want', 'go', 'hike', 'listen', 'best', 'song', 'ip67', 'waterproof', 'highly', 'recommend', 'gang', 'listen', 'video', 'live', 'different', 'bad', 'love', 'sound', 'output']",val
E075,shopee,soundcore anker select 4 go bluetooth speaker ipx67 waterproof wireless bluetooth speakers 20h playtime bluetooth speaker super bass portable speakers pca31x1 purple,electronics,speaker,5,"Quality:very good
 Performance:very good
 
 Wow... Really satisfying.... 
 Anyone can use earphones or speakers to feel the sound quality on my review video...
 
 Cheap price, convenience, very good sound quality and bass... Use the equaliser app can customise and more improved the sound... Very loud, indoor not even need open half volume... Battery life also nice.... Full charge can use 20++ hour...",positive,"Quality:very good Performance:very good Wow... Really satisfying.... Anyone can use earphones or speakers to feel the sound quality on my review video... Cheap price, convenience, very good sound quality and bass... Use the equaliser app can customise and more improved the sound... Very loud, indoor not even need open half volume... Battery life also nice.... Full charge can use 20++ hour...",quality good performance good wow really satisfying anyone use earphones speakers feel sound quality review video cheap price convenience good sound quality bass use equaliser app customise improved sound loud indoor even need open half volume battery life also nice full charge use 20 hour,quality good performance good wow really satisfy anyone use earphones speaker feel sound quality review video cheap price convenience good sound quality bass use equaliser app customise improve sound loud indoor even need open half volume battery life also nice full charge use 20 hour,"['quality', 'good', 'performance', 'good', 'wow', 'really', 'satisfy', 'anyone', 'use', 'earphones', 'speaker', 'feel', 'sound', 'quality', 'review', 'video', 'cheap', 'price', 'convenience', 'good', 'sound', 'quality', 'bass', 'use', 'equaliser', 'app', 'customise', 'improve', 'sound', 'loud', 'indoor', 'even', 'need', 'open', 'half', 'volume', 'battery', 'life', 'also', 'nice', 'full', 'charge', 'use', '20', 'hour']",train
E076,shopee,hot anker soundcore select 4 go bluetooth speaker ipx67 waterproof wireless bluetooth speakers 20h playtime bluetooth speaker super bass portable speakers pca31x1 red,electronics,speaker,5,"Quality:10/10
 Performance:Excellent!
 
 Speaker kuat. Volume yg sy guna ni belum full lagi sbb takut bising sgt nnti 1 rumah. 😅 Very recommended yeah. Sy purchase ini utk mengajar di sekolah utk aktiviti kemahiran mendengar dgn pelajar. Bnyi speaker bgus dan tiptop. Go buy yours! 🫶🏻🔊",positive,Quality:10/10 Performance:Excellent! Speaker kuat. Volume yang saya guna ini belum full lagi sebab takut bising sangat nnti 1 rumah. 😅 Very recommended yeah. saya purchase ini untuk mengajar di sekolah untuk aktiviti kemahiran mendengar dengan pelajar. bunyi speaker bgus dan tiptop. Go buy yours! 🫶🏻🔊,quality 10 10 performance excellent loud speakers volume im using full yet im afraid noisy home recommended yeah purchased teach school listening skills activities students sound speaker good tiptop go buy,quality 10 10 performance excellent loud speaker volume im use full yet im afraid noisy home recommend yeah purchase teach school listen skill activity student sound speaker good tiptop go buy,"['quality', '10', '10', 'performance', 'excellent', 'loud', 'speaker', 'volume', 'im', 'use', 'full', 'yet', 'im', 'afraid', 'noisy', 'home', 'recommend', 'yeah', 'purchase', 'teach', 'school', 'listen', 'skill', 'activity', 'student', 'sound', 'speaker', 'good', 'tiptop', 'go', 'buy']",test
E077,shopee,hot anker soundcore select 4 go bluetooth speaker ipx67 waterproof wireless bluetooth speakers 20h playtime bluetooth speaker super bass portable speakers pca31x1 red,electronics,speaker,5,"Sound quality:sound clarify is good !
 Performance:bass is balance for the size and is light
 
 Love the simple and elegant design. Is easy to use and straight forward ! Sound quality is clear and value for my money 💰 grab it during promo deal RM60 ! Looking forward for my Anker product !",positive,Sound quality:sound clarify is good ! Performance:bass is balance for the size and is light Love the simple and elegant design. Is easy to use and straight forward ! Sound quality is clear and value for my money 💰 grab it during promo deal RM60 ! Looking forward for my Anker product !,sound quality sound clarify good performance bass balance size light love simple elegant design easy use straight forward sound quality clear value money grab promo deal rm60 looking forward anker product,sound quality sound clarify good performance bass balance size light love simple elegant design easy use straight forward sound quality clear value money grab promo deal rm60 look forward anker product,"['sound', 'quality', 'sound', 'clarify', 'good', 'performance', 'bass', 'balance', 'size', 'light', 'love', 'simple', 'elegant', 'design', 'easy', 'use', 'straight', 'forward', 'sound', 'quality', 'clear', 'value', 'money', 'grab', 'promo', 'deal', 'rm60', 'look', 'forward', 'anker', 'product']",val
E078,shopee,soundcore anker select 4 go bluetooth speaker ipx67 waterproof wireless bluetooth speakers 20h playtime bluetooth speaker super bass portable speakers pc green,electronics,speaker,5,"Quality:Top Notch
 Performance:Divine
 
 Have been familiar with the Anker(Soundcore) products. Bought this to bring along in travelling/ in shower singing. The sound and bass is good and got it at a cheap price as well (Shopee Sale). The sound in the video is only at 50% and it has filled out the entire room completely. Would recommend for you to buy it!",positive,Quality:Top Notch Performance:Divine Have been familiar with the Anker(Soundcore) products. Bought this to bring along in travelling/ in shower singing. The sound and bass is good and got it at a cheap price as well (Shopee Sale). The sound in the video is only at 50% and it has filled out the entire room completely. Would recommend for you to buy it!,quality top notch performance divine familiar ankersoundcore products bought bring along travelling/ shower singing sound bass good got cheap price well shopee sale sound video 50 filled entire room completely would recommend buy,quality top notch performance divine familiar ankersoundcore product buy bring along travelling/ shower sing sound bass good get cheap price well shopee sale sound video 50 filled entire room completely would recommend buy,"['quality', 'top', 'notch', 'performance', 'divine', 'familiar', 'ankersoundcore', 'product', 'buy', 'bring', 'along', 'travelling/', 'shower', 'sing', 'sound', 'bass', 'good', 'get', 'cheap', 'price', 'well', 'shopee', 'sale', 'sound', 'video', '50', 'filled', 'entire', 'room', 'completely', 'would', 'recommend', 'buy']",test
E079,shopee,soundcore anker select 4 go bluetooth speaker ipx67 waterproof wireless bluetooth speakers 20h playtime bluetooth speaker super bass portable speakers pca31x1 black,electronics,speaker,5,"Sound quality:The sound is clear and balanced with a good bass presence
 Performance:The speaker delivers strong bass and power for outdoor user
 
 Setting kat apps pilih bass booster.. Tak padan dgn saiz kecil, bass padu.. Suara penyanyi juga jelas.. Recommend",positive,"Sound quality:The sound is clear and balanced with a good bass presence Performance:The speaker delivers strong bass and power for outdoor user Setting dekat apps pilih bass booster.. tidak padan dengan saiz kecil, bass padu.. Suara penyanyi juga jelas.. Recommend",sound quality sound clear balanced good bass presence performance speaker delivers strong bass power outdoor users settings near apps select bass booster matched small size solid bass singers voice also clear recommend,sound quality sound clear balance good bass presence performance speaker delivers strong bass power outdoor user setting near apps select bass booster match small size solid bass singer voice also clear recommend,"['sound', 'quality', 'sound', 'clear', 'balance', 'good', 'bass', 'presence', 'performance', 'speaker', 'delivers', 'strong', 'bass', 'power', 'outdoor', 'user', 'setting', 'near', 'apps', 'select', 'bass', 'booster', 'match', 'small', 'size', 'solid', 'bass', 'singer', 'voice', 'also', 'clear', 'recommend']",test
E080,shopee,hot anker soundcore select 4 go bluetooth speaker ipx67 waterproof wireless bluetooth speakers 20h playtime bluetooth speaker super bass portable speakers pca31x1 red,electronics,speaker,5,"Performance:Awesome
 Quality:Good
 
 Terima kasih sound core dari anker, Tak ada banyak komen, puas hati dengan bunyi yang dihasilkan, volume pun kuat, Kalau saya memang akan training dulu speaker dia, tak akan full volume terus, nak bagi dia lembut dulu speaker dia, buka 50% je untuk 5 hari, selapas tu ikut nak full volume pun tak apa, harap tip ni berguna.",positive,"Performance:Awesome Quality:Good Terima kasih sound core dari anker, tidak ada banyak komen, puas hati dengan bunyi yang dihasilkan, volume pun kuat, Kalau saya memang akan training dulu speaker dia, tidak akan full volume terus, mahu bagi dia lembut dulu speaker dia, buka 50% sahaja untuk 5 hari, selapas itu ikut mahu full volume pun tidak apa, harap tip ini berguna.",performance awesome quality good thank sound core anker many comments satisfied sound produced volume also strong really going train speaker first full volume straight away want make speaker soft first open 50 5 days okay want full volume hope tip useful,performance awesome quality good thank sound core anker many comment satisfied sound produce volume also strong really go train speaker first full volume straight away want make speaker soft first open 50 5 day okay want full volume hope tip useful,"['performance', 'awesome', 'quality', 'good', 'thank', 'sound', 'core', 'anker', 'many', 'comment', 'satisfied', 'sound', 'produce', 'volume', 'also', 'strong', 'really', 'go', 'train', 'speaker', 'first', 'full', 'volume', 'straight', 'away', 'want', 'make', 'speaker', 'soft', 'first', 'open', '50', '5', 'day', 'okay', 'want', 'full', 'volume', 'hope', 'tip', 'useful']",test
E081,shopee,hot anker soundcore select 4 go bluetooth speaker ipx67 waterproof wireless bluetooth speakers 20h playtime bluetooth speaker super bass portable speakers pca31x1 green,electronics,speaker,5,"Performance:amazing
 Quality:amazing x2
 
 I showered for like an hour with this, and the quality was perfect. I’m watching Mogswamp right now but trust me if you like bass you will love this one. And if the preset is not bass-y enough just adjust it with the Soundcore app. It’s perfect. I play the bass guitar trust you will be able to hear it in songs.",positive,"Performance:amazing Quality:amazing x2 I showered for like an hour with this, and the quality was perfect. I’m watching Mogswamp right now but trust me if you like bass you will love this one. And if the preset is not bass-y enough just adjust it with the Soundcore app. It’s perfect. I play the bass guitar trust you will be able to hear it in songs.",performance amazing quality amazing x2 showered like hour quality perfect im watching mogswamp right trust like bass love one preset bassy enough adjust soundcore app perfect play bass guitar trust able hear songs,performance amaze quality amaze x2 shower like hour quality perfect im watch mogswamp right trust like bass love one preset bassy enough adjust soundcore app perfect play bass guitar trust able hear song,"['performance', 'amaze', 'quality', 'amaze', 'x2', 'shower', 'like', 'hour', 'quality', 'perfect', 'im', 'watch', 'mogswamp', 'right', 'trust', 'like', 'bass', 'love', 'one', 'preset', 'bassy', 'enough', 'adjust', 'soundcore', 'app', 'perfect', 'play', 'bass', 'guitar', 'trust', 'able', 'hear', 'song']",train
E082,shopee,soundcore anker select 4 go bluetooth speaker ipx67 waterproof wireless bluetooth speakers 20h playtime bluetooth speaker super bass portable speakers pca31x1 red,electronics,speaker,5,"Sound quality:sangat padu sesuai harga yang di beri
 Performance:utk dewan yang jarak 50 kaki utk pasang select 4 go ni amat jelas dan jernih suara yang di hasilkan
 
 Mod TWS nya padu kalau tengok Netflix yang ada sound Dolby audio sangat puas hati utk layan dalam bilik",positive,Sound quality:sangat padu sesuai harga yang di beri Performance:utk dewan yang jarak 50 kaki untuk pasang select 4 go ini amat jelas dan jernih suara yang di hasilkan Mod TWS nya padu kalau tengok Netflix yang ada sound Dolby audio sangat puas hati untuk layan dalam bilik,sound quality solid according price given performance hall 50 feet away install select 4 go clear clear sound produced tws mode solid watch netflix dolby audio sound satisfied serve room,sound quality solid accord price give performance hall 50 foot away install select 4 go clear clear sound produce tws mode solid watch netflix dolby audio sound satisfy serve room,"['sound', 'quality', 'solid', 'accord', 'price', 'give', 'performance', 'hall', '50', 'foot', 'away', 'install', 'select', '4', 'go', 'clear', 'clear', 'sound', 'produce', 'tws', 'mode', 'solid', 'watch', 'netflix', 'dolby', 'audio', 'sound', 'satisfy', 'serve', 'room']",train
E083,shopee,soundcore anker select 4 go bluetooth speaker ipx67 waterproof wireless bluetooth speakers 20h playtime bluetooth speaker super bass portable speakers pca31x1 red,electronics,speaker,5,"Performance:bateri bergantung cara penggunaan kalau guna volume 40% memang tahan lama. tapi kalau yang jenis suka bass pakai volume 70% maybe tahan 8 jam macamtu.
 Quality:bunyi yang clear dan sedap didengar bass dia sangat sedap.
 
 tolong baiki cara pembalutan parcel barang beli guna duit bukan free 🙏🏻",positive,Performance:bateri bergantung cara penggunaan kalau guna volume 40% memang tahan lama. tetapi kalau yang jenis suka bass guna volume 70% maybe tahan 8 jam macamtu. Quality:bunyi yang clear dan sedap didengar bass dia sangat sedap. tolong baiki cara pembalutan parcel barang beli guna duit bukan free 🙏🏻,performance battery depends used use volume 40 last long time like bass use 70 volume maybe last 8 hours like quality sound clear good hear bass good please improve way wrapping parcels goods bought money instead free,performance battery depend use use volume 40 last long time like bass use 70 volume maybe last 8 hour like quality sound clear good hear bass good please improve way wrap parcel good buy money instead free,"['performance', 'battery', 'depend', 'use', 'use', 'volume', '40', 'last', 'long', 'time', 'like', 'bass', 'use', '70', 'volume', 'maybe', 'last', '8', 'hour', 'like', 'quality', 'sound', 'clear', 'good', 'hear', 'bass', 'good', 'please', 'improve', 'way', 'wrap', 'parcel', 'good', 'buy', 'money', 'instead', 'free']",train
E084,shopee,soundcore anker select 4 go bluetooth speaker ipx67 waterproof wireless bluetooth speakers 20h playtime bluetooth speaker super bass portable speakers pca31x1 blue,electronics,speaker,5,"Performance:padu sound dia. basss dia jgn ckp laa.. syahdu...
 Quality:barang baik. xtipu...
 
 Dapat pada harga rm50 lebih skit time live. Mmg sambarlaaa.. barang baik kot..... Sound x mengecewakan. 3-4 hari play setiap malam bru cas balik. Kuat gak kalo full volume kalo letak kat outdoor. Jarak dengar dalam 50m bole dengar lg sound dia.",positive,Performance:padu sound dia. basss dia jgn ckp laa.. syahdu... Quality:barang baik. xtipu... Dapat pada harga rm50 lebih skit time live. memang sambarlaaa.. barang baik kot..... Sound tidak mengecewakan. 3-4 hari play setiap malam bru charge balik. Kuat gak kalo full volume kalo letak dekat outdoor. Jarak dengar dalam 50m boleh dengar lg sound dia.,performance sound solid dont worry love quality good stuff xtipu get price rm50 skit time live sambarla good stuff sound doesnt disappoint 34 days play every night bru charge back strong full volume placed near outdoors hearing distance within 50m still hear sound,performance sound solid dont worry love quality good stuff xtipu get price rm50 skit time live sambarla good stuff sound doesnt disappoint 34 day play every night bru charge back strong full volume place near outdoors hear distance within 50m still hear sound,"['performance', 'sound', 'solid', 'dont', 'worry', 'love', 'quality', 'good', 'stuff', 'xtipu', 'get', 'price', 'rm50', 'skit', 'time', 'live', 'sambarla', 'good', 'stuff', 'sound', 'doesnt', 'disappoint', '34', 'day', 'play', 'every', 'night', 'bru', 'charge', 'back', 'strong', 'full', 'volume', 'place', 'near', 'outdoors', 'hear', 'distance', 'within', '50m', 'still', 'hear', 'sound']",train
E085,shopee,soundcore anker select 4 go bluetooth speaker ipx67 waterproof wireless bluetooth speakers 20h playtime bluetooth speaker super bass portable speakers pca31x1 green,electronics,speaker,5,"Sound quality:clear! Bass is good as well
 Performance:long play time!
 
 Previously had an issue where the battery refused to charge, but it turns out the wattage was just too big, please charge with a non-high speed transfer cable! I have always loved anker products",positive,"Sound quality:clear! Bass is good as well Performance:long play time! Previously had an issue where the battery refused to charge, but it turns out the wattage was just too big, please charge with a non-high speed transfer cable! I have always loved anker products",sound quality clear bass good well performance long play time previously issue battery refused charge turns wattage big please charge nonhigh speed transfer cable always loved anker products,sound quality clear bass good well performance long play time previously issue battery refuse charge turn wattage big please charge nonhigh speed transfer cable always love anker product,"['sound', 'quality', 'clear', 'bass', 'good', 'well', 'performance', 'long', 'play', 'time', 'previously', 'issue', 'battery', 'refuse', 'charge', 'turn', 'wattage', 'big', 'please', 'charge', 'nonhigh', 'speed', 'transfer', 'cable', 'always', 'love', 'anker', 'product']",train
E086,shopee,hot free gift soundcore anker select 4 go bluetooth speaker ipx67 waterproof wireless bluetooth speakers 20h playtime bluetooth speaker super bass portable speakers pca31x1 white,electronics,speaker,5,"Sound quality:amazing for the price!
 Performance:clear mid tones, bass is not that punchy, but could be tuned with the Soundcore App
 
 overall i would say this is really a price-to-performance speaker. compact size, easy to carry, really powerful sound. i got it while it was on sale, i couldnt be more happier. if youre planning on finding an alternative to the JBL Go 4, this is the one for you.",positive,"Sound quality:amazing for the price! Performance:clear mid tones, bass is not that punchy, but could be tuned with the Soundcore App overall i would say this is really a price-to-performance speaker. compact size, easy to carry, really powerful sound. i got it while it was on sale, i couldnt be more happier. if youre planning on finding an alternative to the JBL Go 4, this is the one for you.",sound quality amazing price performance clear mid tones bass punchy could tuned soundcore app overall would say really pricetoperformance speaker compact size easy carry really powerful sound got sale couldnt happier youre planning finding alternative jbl go 4 one,sound quality amazing price performance clear mid tone bass punchy could tune soundcore app overall would say really pricetoperformance speaker compact size easy carry really powerful sound get sale couldnt happy youre plan find alternative jbl go 4 one,"['sound', 'quality', 'amazing', 'price', 'performance', 'clear', 'mid', 'tone', 'bass', 'punchy', 'could', 'tune', 'soundcore', 'app', 'overall', 'would', 'say', 'really', 'pricetoperformance', 'speaker', 'compact', 'size', 'easy', 'carry', 'really', 'powerful', 'sound', 'get', 'sale', 'couldnt', 'happy', 'youre', 'plan', 'find', 'alternative', 'jbl', 'go', '4', 'one']",train
E087,shopee,hot soundcore anker select 4 go bluetooth speaker ipx67 waterproof wireless bluetooth speakers 20h playtime bluetooth speaker super bass portable speakers pca31x1 black,electronics,speaker,5,"Sound quality:Sound so clear and great Bass👍
 Performance:2nd time buying and i can say this speaker is very satisfying and battery ideally last longer👍
 
 The packaging didnt come with bubble wraps but thats ok, my first purchase the box got dent but this one is in good condition🌟",positive,"Sound quality:Sound so clear and great Bass👍 Performance:2nd time buying and i can say this speaker is very satisfying and battery ideally last longer👍 The packaging didnt come with bubble wraps but thats ok, my first purchase the box got dent but this one is in good condition🌟",sound quality sound clear great bass performance 2nd time buying say speaker satisfying battery ideally last longer packaging didnt come bubble wraps thats ok first purchase box got dent one good condition,sound quality sound clear great bass performance 2nd time buy say speaker satisfy battery ideally last longer package didnt come bubble wrap thats ok first purchase box get dent one good condition,"['sound', 'quality', 'sound', 'clear', 'great', 'bass', 'performance', '2nd', 'time', 'buy', 'say', 'speaker', 'satisfy', 'battery', 'ideally', 'last', 'longer', 'package', 'didnt', 'come', 'bubble', 'wrap', 'thats', 'ok', 'first', 'purchase', 'box', 'get', 'dent', 'one', 'good', 'condition']",test
E088,shopee,hot buy 1 take 1 soundcore anker select 4 go bluetooth speaker ipx67 waterproof wireless bluetooth speakers 20h playtime bluetooth speaker super bass portable speakers pca31x1 white,electronics,speaker,5,"Sound quality:the sound quality really super ...good bass..gt app so can adjust equalizer....10/10
 Performance:very good...battery ntyt test...update later overall good performance...
 
 Received with good condition..super fast instant delivery before 12 o'clock...tq seller and courier. ..highly recommended",positive,Sound quality:the sound quality really super ...good bass..gt app so can adjust equalizer....10/10 Performance:very good...battery ntyt test...update later overall good performance... Received with good condition..super fast instant delivery before 12 o'clock...tq seller and courier. ..highly recommended,sound quality sound quality really super good bassgt app adjust equalizer10 10 performance goodbattery ntyt testupdate later overall good performance received good conditionsuper fast instant delivery 12 oclocktq seller courier highly recommended,sound quality sound quality really super good bassgt app adjust equalizer10 10 performance goodbattery ntyt testupdate later overall good performance receive good conditionsuper fast instant delivery 12 oclocktq seller courier highly recommend,"['sound', 'quality', 'sound', 'quality', 'really', 'super', 'good', 'bassgt', 'app', 'adjust', 'equalizer10', '10', 'performance', 'goodbattery', 'ntyt', 'testupdate', 'later', 'overall', 'good', 'performance', 'receive', 'good', 'conditionsuper', 'fast', 'instant', 'delivery', '12', 'oclocktq', 'seller', 'courier', 'highly', 'recommend']",train
E089,shopee,soundcore anker select 4 go bluetooth speaker ipx67 waterproof wireless bluetooth speakers 20h playtime bluetooth speaker super bass portable speakers pca31x1 black,electronics,speaker,5,"Performance:terbaik
 Quality:baik
 
 I recently purchased a product from this store, and I couldn’t be happier with my online shopping experience. Their website was user-friendly, making it easy to find the perfect item. The checkout process was smooth, and I received my order promptly. The product arrived in excellent condition, exactly as described on their website. I’m thrilled with the quality and will definitely shop at this store again in the future. Highly recommended!",positive,"Performance:terbaik Quality:baik I recently purchased a product from this store, and I couldn’t be happier with my online shopping experience. Their website was user-friendly, making it easy to find the perfect item. The checkout process was smooth, and I received my order promptly. The product arrived in excellent condition, exactly as described on their website. I’m thrilled with the quality and will definitely shop at this store again in the future. Highly recommended!",performance terbaik quality baik recently purchased product store couldnt happier online shopping experience website userfriendly making easy find perfect item checkout process smooth received order promptly product arrived excellent condition exactly described website im thrilled quality definitely shop store future highly recommended,performance terbaik quality baik recently purchase product store couldnt happy online shopping experience website userfriendly make easy find perfect item checkout process smooth receive order promptly product arrive excellent condition exactly describe website im thrill quality definitely shop store future highly recommend,"['performance', 'terbaik', 'quality', 'baik', 'recently', 'purchase', 'product', 'store', 'couldnt', 'happy', 'online', 'shopping', 'experience', 'website', 'userfriendly', 'make', 'easy', 'find', 'perfect', 'item', 'checkout', 'process', 'smooth', 'receive', 'order', 'promptly', 'product', 'arrive', 'excellent', 'condition', 'exactly', 'describe', 'website', 'im', 'thrill', 'quality', 'definitely', 'shop', 'store', 'future', 'highly', 'recommend']",train
E090,shopee,hot anker soundcore select 4 go bluetooth speaker ipx67 waterproof wireless bluetooth speakers 20h playtime bluetooth speaker super bass portable speakers pca31x1 purple,electronics,speaker,5,"Performance:awesome 👍 Great sound from this small speaker
 Quality:solid sound, consider Great for this all speaker.
 
 Received package ahead promised delivery date, packing without bubble wrap. Luckily the box just a bit dented. But the speaker inside still OK. Tested the sound.... wonderful, like it so much. Awaiting my 2nd speaker otw, the. Can pair up for better sound TWS.",positive,"Performance:awesome 👍 Great sound from this small speaker Quality:solid sound, consider Great for this all speaker. Received package ahead promised delivery date, packing without bubble wrap. Luckily the box just a bit dented. But the speaker inside still OK. Tested the sound.... wonderful, like it so much. Awaiting my 2nd speaker otw, the. Can pair up for better sound TWS.",performance awesome great sound small speaker quality solid sound consider great speaker received package ahead promised delivery date packing without bubble wrap luckily box bit dented speaker inside still ok tested sound wonderful like much awaiting 2nd speaker otw pair better sound tws,performance awesome great sound small speaker quality solid sound consider great speaker receive package ahead promise delivery date packing without bubble wrap luckily box bit dented speaker inside still ok test sound wonderful like much await 2nd speaker otw pair well sound tws,"['performance', 'awesome', 'great', 'sound', 'small', 'speaker', 'quality', 'solid', 'sound', 'consider', 'great', 'speaker', 'receive', 'package', 'ahead', 'promise', 'delivery', 'date', 'packing', 'without', 'bubble', 'wrap', 'luckily', 'box', 'bit', 'dented', 'speaker', 'inside', 'still', 'ok', 'test', 'sound', 'wonderful', 'like', 'much', 'await', '2nd', 'speaker', 'otw', 'pair', 'well', 'sound', 'tws']",val
E091,shopee,soundcore anker select 4 go bluetooth speaker ipx67 waterproof wireless bluetooth speakers 20h playtime bluetooth speaker super bass portable speakers pca31x1 blue,electronics,speaker,5,"Sound quality:Very good
 Performance:Very good
 
 Received in good condition and fast delivery, worth it, light weight and with good quality sound and reasonable price, 2 free gifts as well type C charger and cable, really satisfying, thanks Seller 👍🏻",positive,"Sound quality:Very good Performance:Very good Received in good condition and fast delivery, worth it, light weight and with good quality sound and reasonable price, 2 free gifts as well type C charger and cable, really satisfying, thanks Seller 👍🏻",sound quality good performance good received good condition fast delivery worth light weight good quality sound reasonable price 2 free gifts well type c charger cable really satisfying thanks seller,sound quality good performance good receive good condition fast delivery worth light weight good quality sound reasonable price 2 free gift well type c charger cable really satisfy thanks seller,"['sound', 'quality', 'good', 'performance', 'good', 'receive', 'good', 'condition', 'fast', 'delivery', 'worth', 'light', 'weight', 'good', 'quality', 'sound', 'reasonable', 'price', '2', 'free', 'gift', 'well', 'type', 'c', 'charger', 'cable', 'really', 'satisfy', 'thanks', 'seller']",test
E092,shopee,hot anker soundcore select 4 go bluetooth speaker ipx67 waterproof wireless bluetooth speakers 20h playtime bluetooth speaker super bass portable speakers pca31x1 black,electronics,speaker,5,"Quality:Excellent
 Performance:Excellent
 
 It sounds so good for paying little for this cute and gorgeous bluetooth speaker. I am going to enjoy listening besides my bedside until I sleep.",positive,Quality:Excellent Performance:Excellent It sounds so good for paying little for this cute and gorgeous bluetooth speaker. I am going to enjoy listening besides my bedside until I sleep.,quality excellent performance excellent sounds good paying little cute gorgeous bluetooth speaker going enjoy listening besides bedside sleep,quality excellent performance excellent sound good pay little cute gorgeous bluetooth speaker go enjoy listen besides bedside sleep,"['quality', 'excellent', 'performance', 'excellent', 'sound', 'good', 'pay', 'little', 'cute', 'gorgeous', 'bluetooth', 'speaker', 'go', 'enjoy', 'listen', 'besides', 'bedside', 'sleep']",test
E093,lazada,2025 new realme tablet 512gb android smart tablet 108 inch large screen android12 dual sim tablet pc tab free gift,electronics,tablet,5,"🔋Battery Life: didn’t know 💾Storage Capacity: didn’t know 📺Screen Quality: didn’t know 
 Fast delivery. Received in good condition but can’t on it even charge the battery more then 3 hours. Very disappointed. Thank you Lazada n rider.",positive,🔋Battery Life: didn’t know 💾Storage Capacity: didn’t know 📺Screen Quality: didn’t know Fast delivery. Received in good condition but can’t on it even charge the battery more then 3 hours. Very disappointed. Thank you Lazada dan rider.,battery life didnt know storage capacity didnt know screen quality didnt know fast delivery received good condition cant even charge battery 3 hours disappointed thank lazada dan rider,battery life didnt know storage capacity didnt know screen quality didnt know fast delivery receive good condition cant even charge battery 3 hour disappointed thank lazada dan rider,"['battery', 'life', 'didnt', 'know', 'storage', 'capacity', 'didnt', 'know', 'screen', 'quality', 'didnt', 'know', 'fast', 'delivery', 'receive', 'good', 'condition', 'cant', 'even', 'charge', 'battery', '3', 'hour', 'disappointed', 'thank', 'lazada', 'dan', 'rider']",train
