review_id,time_stamp,platform,product_name,category,subcategory,star_rating,review_text,sentiment,
FA132,,Shopee,"Decathlon Men's Fitness Cardio Training Shorts FST 100 (Quick Drying, Stretch) - Domyos",Fashion,Shorts,5,"Shipping is fast. Order processed quick enough for courier to deliver the next day.
Fabric feels nice on the skin. Stretchy, light. Stitches seems good overall. ",Positive,
FA133,,Shopee,"Decathlon Men's Fitness Cardio Training Shorts FST 100 (Quick Drying, Stretch) - Domyos",Fashion,Shorts,3,Quality so so only,Neutral,
FA134,,Shopee,"Decathlon Men's Fitness Cardio Training Shorts FST 100 (Quick Drying, Stretch) - Domyos",Fashion,Shorts,1,"Seluar tidak sama seperti dalam gambar. Poket tiada Zip, dalam gambar ada zip",Negative,
FA135,,Shopee,REENO Women Quick Dry High-Waist Sports Shorts Biker Shorts S-2XL,Fashion,Shorts,5,"Very good quality for an affordable price, will definitely buy other colours as collection.",Positive,
FA136,,Shopee,REENO Women Quick Dry High-Waist Sports Shorts Biker Shorts S-2XL,Fashion,Shorts,1,Poor quality,Negative,
FA137,,Shopee,Lovito Casual Shorts Striped Embroidery Short for Women Plus Size Friendly LNA68300,Fashion,Shorts,5,Absolutely adore the trendy styles this store offers. The clothes fit so well and they look amazing on a curvy figure. I really appreciate this option and the quality of the goods is so great that I will order product in the future. Thank you so much for making me feel beautiful!,Positive,
FA138,,Shopee,Lovito Casual Shorts Striped Embroidery Short for Women Plus Size Friendly LNA68301,Fashion,Shorts,4,The quality of the short are well made and nice just the size accuracy is a bit on the bigger sizes...,Positive,
FA139,,Shopee,Lovito Casual Shorts Striped Embroidery Short for Women Plus Size Friendly LNA68302,Fashion,Shorts,3,Rough material and waist band is tight,Negative,
FA140,,Shopee,Lovito Casual Shorts Striped Embroidery Short for Women Plus Size Friendly LNA68303,Fashion,Shorts,1,Poor quality. Material quite thin. Block buyer when return the items.,Negative,
FA141,,Shopee,Crush Fashion Elastic Waist A-Line Skirt Ruffle Pleat Summer Maxi Skirt Basic Minimalist Casual Skirt for Women,Fashion,Skirt,5,Very satisfied with the product. Worth to buy. Thank you seller.,Positive,
FA142,,Shopee,Crush Fashion Elastic Waist A-Line Skirt Ruffle Pleat Summer Maxi Skirt Basic Minimalist Casual Skirt for Women,Fashion,Skirt,3,The skirt fit well but can be a but short for taller people,Neutral,
FA143,,Shopee,Crush Fashion Elastic Waist A-Line Skirt Ruffle Pleat Summer Maxi Skirt Basic Minimalist Casual Skirt for Women,Fashion,Skirt,1,"I’ve already read the reviews, which said this model is double-layered with pockets, but what I received isn’t double-layered and doesn’t have pockets.",Negative,
FA144,,Shopee,ZANZEA Women Korean Fashion Solid Color Loose Long Maxi Skirts,Fashion,Skirt,5,"The size is true, the quality was great and it arrived on time. Very recommended for plus size.",Positive,
FA145,,Shopee,ZANZEA Women Korean Fashion Solid Color Loose Long Maxi Skirts,Fashion,Skirt,4,"Second time buying, I like the fast delivery and the cloth is not see through, the sizing is big as well.",Positive,
FA146,,Shopee,ZANZEA Women Korean Fashion Solid Color Loose Long Maxi Skirts,Fashion,Skirt,3,"Skirt is very long, no pockets. It’s a bit sheer you can see the black clothing tag.",Negative,
FA147,,Shopee,Women Mid-Tube Anti-Slip Socks Breathable Elastic Silk Cotton Plain Stokings,Fashion,Socks,4,Material is match with the price. Good value of money but the material is not so comfortable for sensitive skin like me.,Neutral,
FA148,,Shopee,Women Mid-Tube Anti-Slip Socks Breathable Elastic Silk Cotton Plain Stokings,Fashion,Socks,1,Not anti-slip,Negative,
FA149,,Shopee,ZEKE A0028 Embroidered Logo T-shirt Men Short Sleeve Tops,Fashion,T-shirt,5,Well packed and received. Fast delivery. Nice material. Comfortable andn cooling.  No fading of colour when washing. Been buying from this seller. Trusted quality. Trusted seller.,Positive,
FA150,,Shopee,ZEKE A0028 Embroidered Logo T-shirt Men Short Sleeve Tops,Fashion,T-shirt,3,Dah sampai terima kasih cantik tapi kain kalau pakai time panas agak panas sikit la,Neutral,
