review_id,platform,product_name,category,subcategory,star_rating,review_text,sentiment
FD113,Lazada,Dutch Lady UHT Milk - Full Cream (1L x 4),Food,Milk and Chocolate Drink,1,BAD SELLER!!! My order came damage. Packaging so bad. I suspected they know cause the packaging box is all wet n they wrap the box with cling wrap. Mean they knew n they still sent the damage item. Wrote to them n NO answer from human. U just got machine that give u question n gave u STUPID answer.,Negative
FD114,Lazada,Dutch Lady UHT Milk - Full Cream (1L x 4),Food,Milk and Chocolate Drink,1,"All the milk packets while opening and heating it is spoiling. already tried 4-5 packs, one after the other. cannot make tea as well.",Negative
FD115,Lazada,Dutch Lady UHT Milk - Full Cream (1L x 4),Food,Milk and Chocolate Drink,1,4 boxes of the milk opened up and milk spilt all over in the box... other milk boxes drenched with milk and spoilt and soggy!,Negative
FD116,Lazada,Dutch Lady UHT Milk - Full Cream (1L x 4),Food,Milk and Chocolate Drink,1,TERRIBLE PACKING! One box opened during delivery and now the other 11 packs I ordered smell of spoilt milk! Everything is sticking together. Look at the photo. That’s how EVERY packet looks like now! I want a REFUND! Unfortunately Lazada doesn’t allow for refunds if the packaging is broken!?!?!,Negative
FD128,Lazada,BRAND'S Essence of Chicken 15's (70gm),Food,Supplements,1,"The product arrived severely damaged and unusable. The packaging was extremely poor. The glass bottle shattered immediately upon opening the parcel. The delivery was made at around 10:00 PM, and the chicken essence bottle was already broken and emitting a strong foul odor, posing a hygiene and safety concern. This situation is completely unacceptable. I am requesting an IMMEDIATE REPLACEMENT, and the new product must be sent to me immediately. Photos and videos are available as evidence.",Negative
FD129,Lazada,BRAND'S Essence of Chicken 15's (70gm),Food,Supplements,1,Poor packaging for the products. Almost all bottles broken and the whole box is wet. Very poor packaging. Poor customer service with no response when i msg them to ask abt the return and refund,Negative
FD130,Lazada,BRAND'S Essence of Chicken 15's (70gm),Food,Supplements,1,i can't believe the Mall seller sent me the damaged item. Very bad experience.,Negative
FD131,Lazada,Oriental White Coffee Classic White Coffee,Food,Coffee & Tea,1,Product packaging was damaged. Extremely poor package handling. Such a disappointment. This is the first and last I will buy from this seller.,Negative
FD132,Lazada,Oriental White Coffee Classic White Coffee,Food,Coffee & Tea,1,"Please don’t purchase from them. Many customers reported being scammed — items were never delivered, and they even used fake photos pretending the orders had arrived!!!!!",Negative
FD141,Lazada,Wheatsun Buckwheat Noodles,Food, Noodles & Pasta,1,Full of small black bugs inside!! Sold expired item to customer!!! Expired Jan 25. Still sold in Feb 25. Bad business attitude!,Negative
FD142,Lazada,Wheatsun Buckwheat Noodles,Food, Noodles & Pasta,1,some are broken..must pack properly,Negative
FD147,Lazada,MEWAH White Rice 1kg,Food,Rice,1,The item packaging already cut open upon arrival. First time receiving this kind of damage product,Negative
FD148,Lazada,MEWAH White Rice 1kg,Food,Rice,1,parcel not delivered but status delivered !!! very disappointed!! agent kurier didn't send proof of delivery Infront of my house. but I notice the parcel inside agent kurier car and said delivered !! very bad service . need to complain !,Negative
FD149,Lazada,MEWAH White Rice 1kg,Food,Rice,1,"I have successfully completed the game and received the item but unfortunately the product arrived in a leaking and defective condition. This is clearly a quality issue upon delivery. According to the seller, there is no way of resend a new item or any compensation unless i need to complete another game. I do not find this reasonable as the issue is not related to redemption eligibility but the condition of the item received. There is no response from seller after all. Really poor customer service and irresponsible",Negative
FD150,Lazada,MEWAH White Rice 1kg,Food,Rice,1,"The gift pack of rice is torn, the rice appears to be expired or of poor quality and there are foreign objects present in the bag.",Negative
